Customer,Risk,Amount
Instituition,Medium,289048
Instituition,Low,301903
Instituition,Low,536053
Instituition,Medium,285053
Corporation,Low,465512
Instituition,High,190915
Instituition,High,204466
Corporation,Medium,91797
Corporation,Medium,480858
Corporation,High,384223
Corporation,High,469256
Corporation,Low,54505
SME,High,469308
Corporation,High,327676
Corporation,Medium,580502
Individual,High,153109
SME,High,107142
Individual,Low,540904
Instituition,High,123335
Corporation,Medium,165326
Instituition,Medium,578149
Corporation,Low,382823
Corporation,Medium,317186
Instituition,Low,454123
SME,High,417972
Corporation,Low,267140
Instituition,Medium,150806
Instituition,High,214775
SME,Medium,268253
Corporation,High,159292
Instituition,Medium,593228
Corporation,High,31424
Instituition,High,434897
SME,Medium,235839
SME,Low,404776
Instituition,Medium,49007
Individual,Medium,169576
Individual,Medium,302363
SME,Low,230033
SME,High,87961
Individual,High,325223
SME,Medium,94295
SME,Low,197470
SME,Low,309126
Instituition,High,462857
Instituition,High,220805
SME,Low,209018
Corporation,High,63510
Corporation,Low,388763
Individual,Medium,590841
SME,Low,500137
SME,Low,132631
Corporation,Medium,132472
Individual,High,95590
SME,Low,570975
Instituition,High,401795
Instituition,Medium,593193
Individual,Low,476461
Individual,High,192253
Instituition,High,539351
Corporation,High,522342
SME,Medium,519225
SME,Low,485839
Corporation,Low,158462
Individual,High,375836
Corporation,Medium,213847
SME,Medium,573471
Individual,Low,149987
SME,High,168756
Corporation,High,506756
Instituition,High,407148
Instituition,Medium,555451
Corporation,High,179136
Corporation,High,202257
Corporation,Medium,410476
Corporation,Low,40886
SME,Low,97757
Instituition,High,551357
Corporation,Medium,318988
Individual,Medium,199498
Individual,Low,582735
SME,Medium,85390
Individual,High,169484
Instituition,Medium,448495
SME,Medium,52146
SME,Low,563624
Instituition,Medium,206185
Instituition,Low,502923
SME,Medium,135026
SME,Medium,475986
Instituition,High,201021
Individual,High,339847
Corporation,Medium,204483
Instituition,High,247686
Corporation,Low,275607
Instituition,Medium,46065
Individual,High,417555
Individual,High,119354
Instituition,Low,313166
Instituition,Low,294677
SME,Medium,534352
Corporation,High,371898
Individual,High,42638
Corporation,Low,151441
Instituition,Low,556134
SME,Low,566775
Individual,High,286548
Corporation,Low,427198
Corporation,Medium,388668
Individual,Medium,540928
Instituition,Low,224458
SME,Low,599963
Corporation,High,371426
Instituition,Low,114238
Individual,Medium,554895
Corporation,High,314262
Corporation,Medium,174738
Individual,High,493561
Corporation,High,117206
Individual,Low,86228
Corporation,Medium,287744
Instituition,High,338833
Individual,High,39653
Instituition,Medium,139857
Instituition,Medium,292442
SME,Low,148521
SME,Low,197710
SME,High,395328
Individual,High,288624
Corporation,Low,431566
Individual,High,165645
SME,High,73352
Corporation,Low,323872
SME,Low,132730
Corporation,Low,466014
Corporation,High,236967
Instituition,Low,82463
Corporation,Low,39273
Individual,High,434384
Individual,High,455744
Instituition,Low,271285
Corporation,Medium,502914
Individual,Low,86853
Individual,Medium,260311
Individual,Medium,484581
Instituition,Medium,371515
Corporation,Medium,77938
Individual,Low,541493
Individual,Medium,128880
Corporation,Medium,271069
Instituition,Medium,392493
Instituition,High,308393
Individual,High,276074
SME,High,587761
SME,Low,543507
SME,Medium,49128
SME,High,42634
Individual,Low,442041
SME,Low,100467
Instituition,Low,62169
Corporation,Medium,430777
SME,High,150817
Corporation,Medium,507417
Corporation,Medium,515904
Individual,High,346776
Individual,Medium,446144
SME,Low,33980
Individual,High,423453
Individual,High,106859
SME,Medium,173047
Individual,High,562066
Individual,High,519500
Instituition,Medium,139389
Corporation,Low,30993
Instituition,High,389929
Individual,High,459869
SME,Medium,490964
Individual,High,207828
SME,High,365199
Individual,Low,53002
Individual,High,593392
Individual,Low,501808
Corporation,Medium,588304
SME,High,393488
Corporation,Low,353885
SME,High,279524
SME,Medium,473066
Corporation,High,358537
SME,Medium,423869
Individual,Low,517161
Corporation,Low,150754
Instituition,Low,473746
SME,High,550577
Instituition,High,184973
SME,Low,544995
Instituition,Medium,55323
Individual,Medium,192089
SME,High,256608
Individual,High,104128
Individual,High,572722
Instituition,Low,30838
Corporation,Low,567001
Corporation,High,519869
SME,Low,568084
Individual,Low,505398
SME,High,49472
Individual,Medium,265475
Individual,Low,352237
Instituition,Low,65435
SME,High,275392
SME,High,498395
Individual,Low,273339
Corporation,Low,184817
Corporation,Medium,109952
Individual,High,107101
Instituition,Medium,496576
Individual,Medium,53095
Corporation,High,299886
Individual,High,244522
Individual,Low,198876
SME,Low,215335
SME,High,513665
Individual,Low,158357
SME,High,455610
Corporation,High,89285
SME,Low,75505
Instituition,Medium,281233
Instituition,Medium,94816
Instituition,High,252881
SME,High,428779
Instituition,Medium,510545
Corporation,High,152091
SME,High,84701
Instituition,Low,578396
Corporation,Medium,98367
Corporation,Medium,330874
Instituition,High,528636
Corporation,High,497311
Instituition,High,589445
SME,Low,257358
Corporation,High,110065
Instituition,Medium,449992
Corporation,Low,523590
Corporation,Medium,502538
Corporation,Medium,387969
SME,High,281778
SME,Low,505822
SME,High,581352
Instituition,High,389761
Corporation,Low,237454
Individual,Medium,286054
Individual,High,530939
Instituition,Low,223935
SME,Low,269734
Individual,Low,261171
Instituition,High,89774
Individual,Medium,92451
Instituition,Medium,88076
Individual,High,99232
Individual,Low,165208
SME,High,360288
Instituition,Medium,544518
Corporation,Medium,460056
SME,High,314116
Corporation,Medium,326288
Corporation,Medium,169091
Corporation,High,540937
Corporation,High,252555
Instituition,Medium,591116
Individual,High,290863
Instituition,Medium,428199
Corporation,Low,346903
Instituition,High,395770
Individual,Medium,154427
SME,Low,323391
Corporation,Medium,344855
Instituition,Low,580665
Individual,High,313776
Individual,Low,149351
Individual,High,228441
SME,Medium,360655
SME,High,421336
Corporation,Medium,550671
Instituition,Low,418290
Instituition,Low,324282
Instituition,Low,37860
SME,Medium,192687
SME,Low,101216
Corporation,Low,215092
Individual,Medium,53066
Individual,High,310821
Instituition,Low,226047
Instituition,High,203458
Instituition,High,195747
SME,Low,213019
Instituition,High,164768
Corporation,Low,425101
Individual,Medium,403549
SME,Low,208981
Corporation,Medium,60750
Individual,Medium,183786
Instituition,Medium,367753
SME,High,521820
Corporation,Low,329191
Corporation,Low,417242
Instituition,Medium,342216
Individual,High,585936
Instituition,Medium,112595
Instituition,Low,362607
Corporation,High,595808
SME,Low,234025
SME,Medium,159027
Instituition,High,218846
Individual,Low,150627
SME,High,333262
Instituition,Medium,357124
Instituition,High,508985
Instituition,High,514179
Corporation,Low,162819
SME,Low,457124
SME,High,413513
Instituition,Low,560260
Individual,High,147870
Instituition,High,213632
SME,Low,570898
Instituition,Low,491617
Instituition,Low,175041
Individual,Low,370186
Instituition,High,278867
SME,Low,133885
Corporation,Medium,513543
Instituition,Medium,58451
SME,Low,84346
SME,High,31522
SME,Low,511888
Individual,High,505349
Instituition,Medium,39024
Individual,High,239573
SME,Medium,423192
SME,High,93623
Instituition,Medium,586116
Corporation,High,43770
Corporation,Medium,301414
Individual,Medium,250729
Individual,Medium,557801
Individual,Low,106815
SME,Medium,43171
Individual,Low,300069
Instituition,High,445732
Instituition,Medium,557591
Corporation,Low,320754
Instituition,Low,300422
Individual,High,87809
SME,Medium,424093
Corporation,Medium,256515
Instituition,High,359454
SME,Medium,463167
Instituition,High,109288
Instituition,Medium,457985
Individual,High,102883
Instituition,Medium,352023
Individual,Medium,27341
Corporation,Medium,585073
Instituition,Medium,36119
Corporation,High,561024
Individual,High,389144
Corporation,High,395464
Corporation,Low,295352
Corporation,Low,584781
Instituition,High,104658
Corporation,Medium,401659
SME,Medium,369966
SME,High,548728
Corporation,Low,331358
Corporation,High,117833
SME,High,544661
SME,Medium,279019
Corporation,High,353426
Corporation,Low,241732
Corporation,Medium,485127
Instituition,High,410963
Instituition,Low,375543
Corporation,High,147625
Individual,Low,553435
Instituition,Medium,460833
Individual,High,536620
Individual,Medium,523641
Instituition,High,550980
SME,High,587096
Individual,Low,211868
SME,High,78668
Instituition,Low,423055
Corporation,Medium,188153
Corporation,High,541763
SME,Low,42288
SME,Medium,89774
SME,Medium,149402
Corporation,Low,26559
Individual,Low,347048
Instituition,Low,422911
Instituition,Low,41275
Corporation,High,395616
Instituition,High,39086
Corporation,Medium,188855
SME,Low,37674
Individual,High,273636
SME,Low,383580
SME,Medium,408672
SME,Medium,34627
Individual,Medium,243144
Individual,Low,36036
Instituition,High,268443
Individual,Medium,584375
Individual,High,463869
Individual,Low,337425
Instituition,Medium,61681
SME,High,511958
Individual,Low,345780
SME,Medium,449341
Instituition,Low,30505
Individual,High,447277
Instituition,Medium,235892
Instituition,Medium,360668
Instituition,High,145327
SME,Low,82148
Instituition,High,338742
Corporation,High,450476
Individual,Low,304499
SME,High,434958
Corporation,Low,217101
SME,High,508767
Corporation,Low,113753
Instituition,Medium,571024
Individual,Low,467519
Corporation,Low,131368
SME,Medium,401732
Instituition,Medium,134020
Instituition,Low,205718
SME,Medium,181087
Instituition,Medium,155467
SME,Low,140148
Instituition,Low,520084
Instituition,Low,31417
Corporation,High,409882
Individual,High,287007
Corporation,Medium,72950
Individual,Medium,216441
Instituition,Low,440567
Corporation,Medium,163918
Instituition,Low,158172
Individual,Low,581405
Corporation,Low,148685
Individual,Low,524298
Instituition,Low,255679
SME,High,488253
SME,Medium,145798
Corporation,Low,522013
SME,Low,301735
Individual,Medium,37016
SME,High,342564
Corporation,Medium,238176
Instituition,High,168245
Corporation,High,26718
Instituition,Medium,501398
SME,High,174688
Corporation,High,578590
Corporation,Medium,74193
Corporation,High,492001
Corporation,Low,524503
Individual,High,523172
SME,High,279286
Instituition,High,283967
Individual,High,553127
Instituition,High,347206
Individual,Low,300323
Individual,High,444763
Instituition,Low,267130
SME,Medium,447846
Individual,Medium,279112
SME,High,507441
Individual,High,165054
Instituition,Low,351545
Instituition,High,288419
Individual,High,348764
Corporation,High,546499
Instituition,High,204981
Corporation,Low,337939
Instituition,High,262140
SME,Medium,511943
Individual,Low,371872
Instituition,Medium,542042
Individual,Low,510886
Instituition,High,206429
Individual,High,321180
Corporation,High,440005
Instituition,Medium,599296
SME,Low,441858
SME,Medium,426528
Corporation,Medium,102408
Individual,Medium,318374
Instituition,Medium,536203
Instituition,High,389231
Individual,Medium,535945
Instituition,Low,35642
Individual,Medium,168212
Individual,Low,438116
SME,Medium,596192
SME,High,460815
Instituition,High,95692
Individual,High,426720
Corporation,Low,248843
Individual,High,90264
Instituition,Medium,416133
SME,High,333200
Instituition,High,390352
Corporation,Low,416711
Individual,High,297254
Corporation,High,143844
Instituition,Medium,214321
Instituition,Medium,530337
Instituition,Low,475189
Individual,High,171269
Instituition,High,315355
Instituition,Medium,64496
SME,Medium,503540
Instituition,High,494734
SME,Low,180607
Individual,High,545108
Instituition,Low,271273
SME,Medium,147976
Individual,High,458603
Corporation,Medium,419588
Corporation,Low,451795
Individual,Medium,124382
Corporation,High,147020
Instituition,Low,514399
Corporation,High,550563
Individual,High,593569
Corporation,High,270946
Corporation,Medium,324556
SME,Medium,446547
Individual,High,250841
SME,Low,590474
SME,Low,209247
SME,Low,440336
Individual,Low,527614
SME,Medium,343281
SME,High,517685
Individual,High,437836
Corporation,High,68818
SME,High,332339
Individual,Medium,157146
Instituition,Medium,553183
Corporation,Low,245889
SME,High,218784
SME,Low,529805
Instituition,Medium,255784
SME,Low,185404
Instituition,High,83192
Corporation,Low,40875
Corporation,High,244936
Corporation,Low,328620
Instituition,Medium,554743
SME,High,211326
Instituition,High,206153
SME,Low,421325
SME,Medium,526039
Corporation,Medium,469585
SME,Medium,385773
SME,High,329375
Instituition,High,436594
Individual,Medium,103966
SME,High,331202
Corporation,High,295620
Individual,High,448028
Instituition,Low,220688
Instituition,Medium,79565
Individual,Low,258683
SME,Medium,346994
Instituition,High,513210
